sentence	utterance
These people find out that a spelling game is going over there, there will be nobody left at our party.	['nobody is a synonym of cipher', 'Polo is a game', 'football is a type of game', 'Baseball is a game', 'Chess is a game', 'game is related to play', 'game is related to fun', 'party is related to celebration', 'party is related to gathering', 'birthday is related to party', 'party is related to fun', 'surprise is related to party', 'party is related to event', 'be is related to exist', 'being is related to to be', 'misspelling is a type of spelling']
Oh, wait a minute, I have no one.	['minute is related to time', 'minute is related to seconds', 'minute is related to sixty', 'minute is related to hour', 'minute is related to sixty seconds', 'one is related to number', 'one is related to first', 'one is related to two', 'one is a number', 'one is related to single']
Actually I yesterday I was smoking again. Today I am smoking still.	['yesterday is a type of past']
Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.	['You are likely to find a shirt in closet', 'a shirt is an item of clothing', 'A shirt is worn on your upper body', 'a shirt is for wearing', 'cotton is related to shirt', 'minute is related to time', 'minute is related to seconds', 'minute is related to sixty', 'minute is related to hour', 'minute is related to sixty seconds', 'One of the things you do when you fish is wait', 'morning is related to day', 'morning is related to time', 'morning is related to early', 'morning is related to sunrise', 'morning is related to dawn', 'morning is related to before', 'morning is related to early day']
I thought if I littered, that crying Indian might come by and save us.	['preserve is related to save', 'return is related to come', 'arrive is related to come']
Huh! Whats dufus speled backwards?	['']
Oh no, now its not gonna make any sense	['make is related to create', 'manufacture is related to make', 'offer is related to make', 'produce is related to make', 'build is related to make', 'polish is related to make', 'taste is related to sense', 'touch is related to sense', 'smell is related to sense', 'feel is related to sense', 'hear is related to sense']
Nope, that patch is no good.	['patch is a synonym of spot', 'vamp is a way to patch', 'patch is a way to join', 'flash is a type of patch', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good']
If that doesn't keep kids in school, what will?	['preserve is related to keep', 'You would record somethign because you want to keep it', 'keep is related to retain', 'keep is related to hold', 'You are likely to find children in a school.', 'class is related to school', 'You are likely to find a human in the school', 'school is for learning', '*Something you find at a school is a child', 'You are likely to find a computer in any school', 'school is related to learning', 'school is related to place', 'You are likely to find a school in a town']
Hey, my father's house does that.	['dad is related to father', 'father is related to parent', 'father is related to male', 'daughter is related to father', 'father is related to man', 'family is related to father', 'home is related to house', 'room is related to house', '*Something you find in a house is a computer', '*Something you find in a house is a carpet', 'nest is related to house', 'door is related to house', 'house is related to building', '*Something you find in a house is your bedroom']
Were you so late because you were burying this woman?	['lady is related to woman', 'dress is related to woman', 'woman is related to female', 'girl is related to woman', 'mother is related to woman']
I am so confused as to what we have been doing so far.	['You would contemplate because you are confused']
A tshirt that says - I don't belong here.	['']
Oh Oh, I am convinced!	['convinced is a synonym of confident']
Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!	['ring is related to finger', 'ring is related to jewelry', '*Something you find on your finger is ring', 'ring is related to circle', 'bell is related to ring', 'ring is related to wedding', 'ring is related to engagement', 'ring is related to round', 'call is related to ring', 'HA is a synonym of hour angle', 'arise is related to wake', 'minute is related to time', 'minute is related to seconds', 'minute is related to sixty', 'minute is related to hour', 'minute is related to sixty seconds', 'boy is related to man', 'man is related to person', 'fellow is related to man', 'father figure is a type of man']
